event_id	listing_date	event_listing_date_id	taxonomy	event_title	event_datetime	tickets_listed	mean_listing_price	performer_1	performer_2	performer_3	performer_4	venue_name	event_date	listing_month	listing_day	listing_dayDate	listing_year	event_month	event_day	event_dayDate	event_year	daysSinceListing
3209664	2017-06-01	3209664_17318	Classical Orchestral	Los Angeles Philharmonic: Marc Lowenstein - Los Angeles	2017-06-13 20:00:00	46	815	Los Angeles Philharmonic	Marc Lowenstein	NA	NA	Walt Disney Concert Hall	2017-06-13	6	5	1	2017	6	6	13	2017	0
3799862	2017-06-01	3799862_17318	Classical Orchestral	Los Angeles Philharmonic: Miguel Harth-Bedoya - Bernstein - Los Angeles	2017-12-03 14:00:00	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-12-03	6	5	1	2017	12	4	3	2017	0
3799863	2017-06-01	3799863_17318	Classical Orchestral	Los Angeles Philharmonic: Miguel Harth-Bedoya - Bernstein - Los Angeles	2017-12-02 20:00:00	53	815	Los Angeles Philharmonic	Hilary Hahn	NA	NA	Walt Disney Concert Hall	2017-12-02	6	5	1	2017	12	3	2	2017	0
3799891	2017-06-01	3799891_17318	Classical Orchestral	Los Angeles Philharmonic: Mirga Grazinyte-Tyla - Mahler's Symphony No. 4 - Los Angeles	2017-10-19 20:00:00	65	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-10-19	6	5	1	2017	10	5	19	2017	0
3799890	2017-06-01	3799890_17318	Classical Orchestral	Los Angeles Philharmonic: Mirga Grazinyte-Tyla - Mahlers Symphony No. 4 - Los Angeles	2017-10-20 14:00:00	65	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-10-20	6	5	1	2017	10	1	20	2017	0
3799889	2017-06-01	3799889_17318	Classical Orchestral	Los Angeles Philharmonic: Mirga Grazinyte-Tyla - Mahlers Symphony No. 4 - Los Angeles	2017-10-21 14:00:00	69	618	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-10-21	6	5	1	2017	10	3	21	2017	0
3799881	2017-06-01	3799881_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-02 20:00:00	45	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-11-02	6	5	1	2017	11	5	2	2017	0
3799879	2017-06-01	3799879_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-04 20:00:00	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-11-04	6	5	1	2017	11	3	4	2017	0
3799880	2017-06-01	3799880_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-03 20:00:00	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-11-03	6	5	1	2017	11	1	3	2017	0
3799878	2017-06-01	3799878_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-05 14:00:00	79	116	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-11-05	6	5	1	2017	11	4	5	2017	0
3799885	2017-06-01	3799885_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-28 20:00:00	73	587	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-10-28	6	5	1	2017	10	3	28	2017	0
3799884	2017-06-01	3799884_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-29 14:00:00	71	592	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-10-29	6	5	1	2017	10	4	29	2017	0
3799886	2017-06-01	3799886_17318	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-27 20:00:00	74	586	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-10-27	6	5	1	2017	10	1	27	2017	0
3799855	2017-06-01	3799855_17318	Classical Orchestral	Los Angeles Philharmonic: Xian Zhang - Los Angeles	2017-12-10 14:00:00	73	125	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-12-10	6	5	1	2017	12	4	10	2017	0
3799857	2017-06-01	3799857_17318	Classical Orchestral	Los Angeles Philharmonic: Xian Zhang - Los Angeles	2017-12-09 20:00:00	47	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-12-09	6	5	1	2017	12	3	9	2017	0
3799852	2017-06-01	3799852_17318	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-16 20:00:00	51	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-12-16	6	5	1	2017	12	3	16	2017	0
3799854	2017-06-01	3799854_17318	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-14 20:00:00	45	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-12-14	6	5	1	2017	12	5	14	2017	0
3799853	2017-06-01	3799853_17318	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-15 20:00:00	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall	2017-12-15	6	5	1	2017	12	1	15	2017	0
3750581	2017-06-01	3750581_17318	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-17 19:05:00	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-07-17	6	5	1	2017	7	2	17	2017	0
3750580	2017-06-01	3750580_17318	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-18 19:05:00	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-07-18	6	5	1	2017	7	6	18	2017	0
3750579	2017-06-01	3750579_17318	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-19 19:05:00	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-07-19	6	5	1	2017	7	7	19	2017	0
3750578	2017-06-01	3750578_17318	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-20 19:05:00	27	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-07-20	6	5	1	2017	7	5	20	2017	0
3594074	2017-06-01	3594074_17318	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-26 18:10:00	10991	53	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium	2017-08-26	6	5	1	2017	8	3	26	2017	0
3594072	2017-06-01	3594072_17318	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-27 13:10:00	11232	45	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium	2017-08-27	6	5	1	2017	8	4	27	2017	0
3594076	2017-06-01	3594076_17318	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-25 19:10:00	11237	49	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium	2017-08-25	6	5	1	2017	8	1	25	2017	0
3594097	2017-06-01	3594097_17318	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-25 19:10:00	11826	33	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium	2017-07-25	6	5	1	2017	7	6	25	2017	0
3594099	2017-06-01	3594099_17318	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-24 19:10:00	10159	48	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium	2017-07-24	6	5	1	2017	7	2	24	2017	0
3594095	2017-06-01	3594095_17318	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-26 19:10:00	9709	67	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium	2017-07-26	6	5	1	2017	7	7	26	2017	0
3580713	2017-06-01	3580713_17318	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-22 19:05:00	24	36	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-06-22	6	5	1	2017	6	5	22	2017	0
3580712	2017-06-01	3580712_17318	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-23 19:05:00	89	32	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-06-23	6	5	1	2017	6	1	23	2017	0
3580711	2017-06-01	3580711_17318	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-24 19:05:00	74	35	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-06-24	6	5	1	2017	6	3	24	2017	0
3580710	2017-06-01	3580710_17318	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-25 18:05:00	68	37	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-06-25	6	5	1	2017	6	4	25	2017	0
3750585	2017-06-01	3750585_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-13 19:05:00	69	40	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-07-13	6	5	1	2017	7	5	13	2017	0
3750584	2017-06-01	3750584_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-14 19:05:00	90	32	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-07-14	6	5	1	2017	7	1	14	2017	0
3750583	2017-06-01	3750583_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-15 19:05:00	79	29	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-07-15	6	5	1	2017	7	3	15	2017	0
3750582	2017-06-01	3750582_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-16 18:05:00	31	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-07-16	6	5	1	2017	7	4	16	2017	0
3580683	2017-06-01	3580683_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-08-28 19:05:00	24	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-08-28	6	5	1	2017	8	2	28	2017	0
3601614	2017-06-01	3601614_17318	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-08-29 19:05:00	24	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark	2017-08-29	6	5	1	2017	8	6	29	2017	0
